kernel,B,T,D,dtype,device,warmup,runs,mean_ms,median_ms,p95_ms,std_ms,min_ms,max_ms,speedup_vs_ref
phase2_ref_torch,1,1,512,float16,Tesla T4,10,30,0.15764693468809127,0.15172799676656723,0.17814399302005768,0.013209329466022848,0.1449279934167862,0.19251200556755066,
phase2_fused_triton,1,1,512,float16,Tesla T4,10,30,0.09323840041955313,0.0886560007929802,0.11984000355005264,0.0113089535618869,0.0854400023818016,0.12966400384902954,1.7114238789189902
phase2_ref_torch,1,1,1024,float16,Tesla T4,10,30,0.15628480116526286,0.150176003575325,0.1802240014076233,0.014765701104617116,0.14179199934005737,0.1945600062608719,
phase2_fused_triton,1,1,1024,float16,Tesla T4,10,30,0.09350933358073235,0.08956800028681755,0.1120000034570694,0.00959760373771503,0.08416000008583069,0.12303999811410904,1.6766702739195534
phase2_ref_torch,1,1,2048,float16,Tesla T4,10,30,0.16707413246234257,0.15411200374364853,0.1844480037689209,0.042703833892100584,0.14393599331378937,0.3858239948749542,
phase2_fused_triton,1,1,2048,float16,Tesla T4,10,30,0.0943381334344546,0.09011200070381165,0.11046399921178818,0.00818728536932786,0.08806400001049042,0.11900799721479416,1.7102273009140918
phase2_ref_torch,1,16,512,float16,Tesla T4,10,30,0.1569216012954712,0.14950400590896606,0.17609600722789764,0.0148718351121427,0.1459520012140274,0.2152319997549057,
phase2_fused_triton,1,16,512,float16,Tesla T4,10,30,0.09314453229308128,0.08803199976682663,0.12697599828243256,0.012477159211587856,0.08396799862384796,0.12931199371814728,1.6982916019738554
phase2_ref_torch,1,16,1024,float16,Tesla T4,10,30,0.15702933420737583,0.15168000012636185,0.17817600071430206,0.01701380835835656,0.14310400187969208,0.21801599860191345,
phase2_fused_triton,1,16,1024,float16,Tesla T4,10,30,0.10709866608182589,0.09332799911499023,0.13337600231170654,0.04132358293518382,0.08454400300979614,0.26211199164390564,1.6252357445215944
phase2_ref_torch,1,16,2048,float16,Tesla T4,10,30,0.17102720042069752,0.15680000185966492,0.2240000069141388,0.03739809497444513,0.1443520039319992,0.31334400177001953,
phase2_fused_triton,1,16,2048,float16,Tesla T4,10,30,0.09270506650209427,0.08776000142097473,0.1101439967751503,0.011749452029016188,0.08191999793052673,0.13731199502944946,1.7866909676483842
phase2_ref_torch,1,128,512,float16,Tesla T4,10,30,0.17282133251428605,0.15412800014019012,0.24268800020217896,0.0369571405472096,0.14377599954605103,0.2733120024204254,
phase2_fused_triton,1,128,512,float16,Tesla T4,10,30,0.09354453310370445,0.08913599699735641,0.11292800307273865,0.01031978324315598,0.0843840017914772,0.12812800705432892,1.7291330700520602
phase2_ref_torch,1,128,1024,float16,Tesla T4,10,30,0.15610773464043934,0.15108799934387207,0.17776000499725342,0.013726677671224905,0.14236800372600555,0.1982080042362213,
phase2_fused_triton,1,128,1024,float16,Tesla T4,10,30,0.09478400001923243,0.08999999985098839,0.11535999923944473,0.013492991826864116,0.08627200126647949,0.15590399503707886,1.678755551044735
phase2_ref_torch,1,128,2048,float16,Tesla T4,10,30,0.20915840019782383,0.1733120009303093,0.374783992767334,0.08499071385678615,0.15094399452209473,0.4952639937400818,
phase2_fused_triton,1,128,2048,float16,Tesla T4,10,30,0.09277760038773218,0.08856000006198883,0.11267200112342834,0.009577303013866854,0.08470399677753448,0.11939200013875961,1.9570009124773837
