kernel,B,T,D,dtype,device,warmup,runs,mean_ms,median_ms,p95_ms,std_ms,min_ms,max_ms,speedup_vs_ref
phase2_ref_torch,1,1,512,float16,NVIDIA H100 80GB HBM3,10,30,0.08089600031574568,0.07822399958968163,0.09616000205278397,0.007296275805119841,0.07260800153017044,0.10038399696350098,
phase2_fused_triton,1,1,512,float16,NVIDIA H100 80GB HBM3,10,30,0.04661226694782575,0.04467200115323067,0.054655998945236206,0.005101536935025837,0.04195199906826019,0.06496000289916992,1.7510744441773118
phase2_ref_torch,1,1,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.08068799997369448,0.07870399951934814,0.09043200314044952,0.005558396652927096,0.07180800288915634,0.09433600306510925,
phase2_fused_triton,1,1,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.042341332882642746,0.04078400135040283,0.04726399853825569,0.004856331330221966,0.03814399987459183,0.06147199869155884,1.929776307212945
phase2_ref_torch,1,1,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.08109119981527328,0.07894399762153625,0.09087999910116196,0.006033848381449477,0.07449600100517273,0.0981760025024414,
phase2_fused_triton,1,1,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.04407466650009155,0.04155199974775314,0.054207999259233475,0.006262165675542945,0.03721600025892258,0.06470400094985962,1.8998844363875658
phase2_ref_torch,1,16,512,float16,NVIDIA H100 80GB HBM3,10,30,0.07508266692360242,0.07268799841403961,0.09017600119113922,0.006821097410508908,0.06867200136184692,0.09459199756383896,
phase2_fused_triton,1,16,512,float16,NVIDIA H100 80GB HBM3,10,30,0.04633600004017353,0.044495999813079834,0.054207999259233475,0.005329295976735893,0.040991999208927155,0.06489600241184235,1.6335850125716826
phase2_ref_torch,1,16,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.08830506627758344,0.08596799895167351,0.1016319990158081,0.007476914333664106,0.07804799824953079,0.10655999928712845,
phase2_fused_triton,1,16,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.04297599991162618,0.04092799872159958,0.05302400141954422,0.005137749384278809,0.03852799907326698,0.0607680007815361,2.100469156492234
phase2_ref_torch,1,16,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.07604906658331553,0.07366399839520454,0.0888959988951683,0.007199576875917392,0.0655359998345375,0.09337600320577621,
phase2_fused_triton,1,16,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.04444480029245217,0.042447999119758606,0.0525440014898777,0.0042534436349584885,0.0398080013692379,0.0551999993622303,1.7353938918858387
phase2_ref_torch,1,128,512,float16,NVIDIA H100 80GB HBM3,10,30,0.08126826683680216,0.0788160003721714,0.09177599847316742,0.006804274249609929,0.07260800153017044,0.1021760031580925,
phase2_fused_triton,1,128,512,float16,NVIDIA H100 80GB HBM3,10,30,0.043869866679112114,0.042527999728918076,0.05113599821925163,0.004322345063133759,0.03968000039458275,0.05619199946522713,1.8532731582618571
phase2_ref_torch,1,128,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.08285866628090541,0.0822720006108284,0.09212800115346909,0.005613450302030313,0.07462400197982788,0.097120001912117,
phase2_fused_triton,1,128,1024,float16,NVIDIA H100 80GB HBM3,10,30,0.0437141331533591,0.04193600080907345,0.04975999891757965,0.004619843509288562,0.03923200070858002,0.05833600088953972,1.9618466001418926
phase2_ref_torch,1,128,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.08070506677031516,0.0780319981276989,0.09222400188446045,0.006069658468756539,0.07497599720954895,0.0963200032711029,
phase2_fused_triton,1,128,2048,float16,NVIDIA H100 80GB HBM3,10,30,0.04752853326499462,0.0457760002464056,0.056352000683546066,0.0048149808557020985,0.04291199892759323,0.06159999966621399,1.7046486741450524
