kernel,B,T,D,dtype,device,warmup,runs,mean_ms,median_ms,p95_ms,std_ms,min_ms,max_ms,speedup_vs_ref
phase2_ref_torch,1,1,512,float16,NVIDIA L4,10,30,0.15305386732021967,0.15052800625562668,0.1669120043516159,0.010615484869497852,0.14131200313568115,0.19155199825763702,
phase2_fused_triton,1,1,512,float16,NVIDIA L4,10,30,0.09632959937055906,0.08860800042748451,0.1228799968957901,0.01569843563308514,0.08396799862384796,0.13926400244235992,1.6988082964225852
phase2_ref_torch,1,1,1024,float16,NVIDIA L4,10,30,0.15462613304456074,0.14639999717473984,0.19568000733852386,0.0185993881650318,0.13926400244235992,0.20070399343967438,
phase2_fused_triton,1,1,1024,float16,NVIDIA L4,10,30,0.09094079981247584,0.08601599931716919,0.11264000087976456,0.010171711057657419,0.08300799876451492,0.1178240031003952,1.7020089092369322
phase2_ref_torch,1,1,2048,float16,NVIDIA L4,10,30,0.1488906666636467,0.1438720002770424,0.16998399794101715,0.010787275804084253,0.13926400244235992,0.17919999361038208,
phase2_fused_triton,1,1,2048,float16,NVIDIA L4,10,30,0.09161599949002266,0.08806400001049042,0.10649599879980087,0.009839265429211786,0.08294399827718735,0.12697599828243256,1.633720933183866
phase2_ref_torch,1,16,512,float16,NVIDIA L4,10,30,0.14769919961690903,0.14336000382900238,0.16278399527072906,0.008626609047742706,0.13929599523544312,0.17100800573825836,
phase2_fused_triton,1,16,512,float16,NVIDIA L4,10,30,0.08881706645091375,0.0859999991953373,0.09830400347709656,0.006903866563099618,0.08191999793052673,0.10751999914646149,1.6669768043064703
phase2_ref_torch,1,16,1024,float16,NVIDIA L4,10,30,0.15049600054820378,0.14694400131702423,0.1658879965543747,0.008642006225228285,0.14131200313568115,0.17203199863433838,
phase2_fused_triton,1,16,1024,float16,NVIDIA L4,10,30,0.09167573327819506,0.08755199983716011,0.10342399775981903,0.010261304074642135,0.08294399827718735,0.1351040005683899,1.6783625912638045
phase2_ref_torch,1,16,2048,float16,NVIDIA L4,10,30,0.15096853375434877,0.14590400457382202,0.1658879965543747,0.012796704549735359,0.14131200313568115,0.20374399423599243,
phase2_fused_triton,1,16,2048,float16,NVIDIA L4,10,30,0.09038506572445233,0.0854719989001751,0.10444799810647964,0.010311867651450849,0.08191999793052673,0.12800000607967377,1.7070386378143207
phase2_ref_torch,1,128,512,float16,NVIDIA L4,10,30,0.1483061318596204,0.14284799993038177,0.1627199947834015,0.009654904896589931,0.14028799533843994,0.17919999361038208,
phase2_fused_triton,1,128,512,float16,NVIDIA L4,10,30,0.0891231988867124,0.08396799862384796,0.10652799904346466,0.009376351199104304,0.08294399827718735,0.11673600226640701,1.7012195392473146
phase2_ref_torch,1,128,1024,float16,NVIDIA L4,10,30,0.15195733408133189,0.1443680003285408,0.1669120043516159,0.018386033552408736,0.14028799533843994,0.2396160066127777,
phase2_fused_triton,1,128,1024,float16,NVIDIA L4,10,30,0.08952853282292685,0.08601599931716919,0.10649599879980087,0.007953137545570869,0.08294399827718735,0.11155200004577637,1.67838543380992
phase2_ref_torch,1,128,2048,float16,NVIDIA L4,10,30,0.15114453434944153,0.144896000623703,0.16492800414562225,0.015352286934425823,0.14028799533843994,0.22118400037288666,
phase2_fused_triton,1,128,2048,float16,NVIDIA L4,10,30,0.08963306571046512,0.08550399914383888,0.10239999741315842,0.00837607984845967,0.08294399827718735,0.11264000087976456,1.694610802705872
